purpose,mode,period,area,traveller_type,trip_rate,tt_desc
HBS,Car,IP,4,88,0.007,"female 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,5,1,0.010,"Children (0 to 15), in 1 adult household with no car"
HBS,Car,IP,5,2,0.105,"Children (0 to 15),in 1 adult household with one or more cars"
HBS,Car,IP,5,3,0.019,"Children (0 to 15), in 2 adult household with no car"
HBS,Car,IP,5,4,0.081,"Children (0 to 15), in 2 adult household with one car"
HBS,Car,IP,5,5,0.130,"Children (0 to 15), in 2 adult household with two or more cars"
HBS,Car,IP,5,6,0.006,"Children (0 to 15), in 3+ adult household with no car"
HBS,Car,IP,5,7,0.037,"Children (0 to 15), in 3+ adult household with one car"
HBS,Car,IP,5,8,0.075,"Children (0 to 15), in 3+ adult household with two or more cars"
HBS,Car,IP,5,9,0.001,"males in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,10,0.019,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,11,0.003,"males in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,12,0.056,"males in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,13,0.078,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,14,0.001,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,15,0.011,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,16,0.043,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,17,0.008,"males in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,18,0.076,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,19,0.014,"males in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,20,0.076,"males in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,21,0.077,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,22,0.010,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,23,0.064,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,24,0.137,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,25,0.025,"male students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,26,0.370,"male students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,27,0.041,"male students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,28,0.218,"male students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,29,0.251,"male students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,30,0.000,"male students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,31,0.075,"male students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,32,0.208,"male students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,33,0.003,"male not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,34,0.030,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,35,0.005,"male not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,36,0.111,"male not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,37,0.040,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,38,0.004,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,39,0.040,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,40,0.080,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,41,0.000,"male 75+, in 1 adult households with no car"
HBS,Car,IP,5,42,0.005,"male 75+, in 1 adult households with one car"
HBS,Car,IP,5,43,0.000,"male 75+, in 2 adult households with no car"
HBS,Car,IP,5,44,0.005,"male 75+, in 2 adult households with one car"
HBS,Car,IP,5,45,0.006,"male 75+, in 2 adult households with two plus cars"
HBS,Car,IP,5,46,0.000,"male 75+, in 3+ adult households with no car"
HBS,Car,IP,5,47,0.004,"male 75+, in 3+ adult households with one car"
HBS,Car,IP,5,48,0.006,"male 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,5,49,0.002,"females in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,50,0.031,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,51,0.004,"females in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,52,0.052,"females in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,53,0.085,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,54,0.001,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,55,0.018,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,56,0.058,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,57,0.011,"females in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,58,0.210,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,59,0.018,"females in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,60,0.216,"females in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,61,0.327,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,62,0.013,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,63,0.125,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,64,0.201,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,65,0.025,"female students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,66,0.360,"female students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,67,0.041,"female students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,68,0.216,"female students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,69,0.243,"female students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,70,0.019,"female students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,71,0.075,"female students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,72,0.223,"female students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,73,0.011,"female not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,5,74,0.173,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,5,75,0.025,"female not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,5,76,0.169,"female not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,5,77,0.340,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,5,78,0.007,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,5,79,0.064,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,5,80,0.342,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,5,81,0.000,"female 75+, in 1 adult households with no car"
HBS,Car,IP,5,82,0.005,"female 75+, in 1 adult households with one or more cars"
HBS,Car,IP,5,83,0.000,"female 75+, in 2 adult households with no car"
HBS,Car,IP,5,84,0.005,"female 75+, in 2 adult households with one car"
HBS,Car,IP,5,85,0.006,"female 75+, in 2 adult households with two plus cars"
HBS,Car,IP,5,86,0.000,"female 75+, in 3+ adult households with no car"
HBS,Car,IP,5,87,0.004,"female 75+, in 3+ adult households with one car"
HBS,Car,IP,5,88,0.007,"female 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,6,1,0.031,"Children (0 to 15), in 1 adult household with no car"
HBS,Car,IP,6,2,0.092,"Children (0 to 15),in 1 adult household with one or more cars"
HBS,Car,IP,6,3,0.006,"Children (0 to 15), in 2 adult household with no car"
HBS,Car,IP,6,4,0.066,"Children (0 to 15), in 2 adult household with one car"
HBS,Car,IP,6,5,0.099,"Children (0 to 15), in 2 adult household with two or more cars"
HBS,Car,IP,6,6,0.026,"Children (0 to 15), in 3+ adult household with no car"
HBS,Car,IP,6,7,0.038,"Children (0 to 15), in 3+ adult household with one car"
HBS,Car,IP,6,8,0.004,"Children (0 to 15), in 3+ adult household with two or more cars"
HBS,Car,IP,6,9,0.003,"males in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,10,0.019,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,11,0.001,"males in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,12,0.027,"males in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,13,0.054,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,14,0.001,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,15,0.009,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,16,0.017,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,17,0.018,"males in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,18,0.069,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,19,0.003,"males in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,20,0.070,"males in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,21,0.061,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,22,0.008,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,23,0.049,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,24,0.084,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,25,0.052,"male students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,26,0.341,"male students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,27,0.008,"male students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,28,0.198,"male students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,29,0.192,"male students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,30,0.021,"male students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,31,0.112,"male students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,32,0.198,"male students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,33,0.006,"male not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,34,0.026,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,35,0.001,"male not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,36,0.029,"male not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,37,0.030,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,38,0.003,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,39,0.029,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,40,0.058,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,41,0.000,"male 75+, in 1 adult households with no car"
HBS,Car,IP,6,42,0.005,"male 75+, in 1 adult households with one car"
HBS,Car,IP,6,43,0.000,"male 75+, in 2 adult households with no car"
HBS,Car,IP,6,44,0.004,"male 75+, in 2 adult households with one car"
HBS,Car,IP,6,45,0.005,"male 75+, in 2 adult households with two plus cars"
HBS,Car,IP,6,46,0.000,"male 75+, in 3+ adult households with no car"
HBS,Car,IP,6,47,0.003,"male 75+, in 3+ adult households with one car"
HBS,Car,IP,6,48,0.005,"male 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,6,49,0.005,"females in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,50,0.030,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,51,0.001,"females in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,52,0.042,"females in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,53,0.051,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,54,0.001,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,55,0.015,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,56,0.028,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,57,0.022,"females in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,58,0.124,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,59,0.004,"females in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,60,0.182,"females in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,61,0.290,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,62,0.009,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,63,0.059,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,64,0.159,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,65,0.052,"female students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,66,0.328,"female students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,67,0.008,"female students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,68,0.196,"female students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,69,0.184,"female students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,70,0.021,"female students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,71,0.111,"female students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,72,0.197,"female students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,73,0.007,"female not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,6,74,0.051,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,6,75,0.002,"female not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,6,76,0.172,"female not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,6,77,0.266,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,6,78,0.005,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,6,79,0.044,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,6,80,0.088,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,6,81,0.000,"female 75+, in 1 adult households with no car"
HBS,Car,IP,6,82,0.005,"female 75+, in 1 adult households with one or more cars"
HBS,Car,IP,6,83,0.000,"female 75+, in 2 adult households with no car"
HBS,Car,IP,6,84,0.004,"female 75+, in 2 adult households with one car"
HBS,Car,IP,6,85,0.005,"female 75+, in 2 adult households with two plus cars"
HBS,Car,IP,6,86,0.000,"female 75+, in 3+ adult households with no car"
HBS,Car,IP,6,87,0.003,"female 75+, in 3+ adult households with one car"
HBS,Car,IP,6,88,0.005,"female 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,7,1,0.000,"Children (0 to 15), in 1 adult household with no car"
HBS,Car,IP,7,2,0.068,"Children (0 to 15),in 1 adult household with one or more cars"
HBS,Car,IP,7,3,0.035,"Children (0 to 15), in 2 adult household with no car"
HBS,Car,IP,7,4,0.060,"Children (0 to 15), in 2 adult household with one car"
HBS,Car,IP,7,5,0.076,"Children (0 to 15), in 2 adult household with two or more cars"
HBS,Car,IP,7,6,0.026,"Children (0 to 15), in 3+ adult household with no car"
HBS,Car,IP,7,7,0.010,"Children (0 to 15), in 3+ adult household with one car"
HBS,Car,IP,7,8,0.079,"Children (0 to 15), in 3+ adult household with two or more cars"
HBS,Car,IP,7,9,0.001,"males in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,10,0.018,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,11,0.002,"males in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,12,0.022,"males in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,13,0.028,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,14,0.001,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,15,0.011,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,16,0.016,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,17,0.007,"males in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,18,0.063,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,19,0.011,"males in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,20,0.055,"males in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,21,0.050,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,22,0.007,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,23,0.061,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,24,0.079,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,25,0.020,"male students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,26,0.310,"male students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,27,0.030,"male students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,28,0.152,"male students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,29,0.157,"male students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,30,0.019,"male students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,31,0.136,"male students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,32,0.081,"male students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,33,0.002,"male not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,34,0.025,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,35,0.004,"male not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,36,0.023,"male not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,37,0.026,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,38,0.003,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,39,0.037,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,40,0.055,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,41,0.000,"male 75+, in 1 adult households with no car"
HBS,Car,IP,7,42,0.005,"male 75+, in 1 adult households with one car"
HBS,Car,IP,7,43,0.000,"male 75+, in 2 adult households with no car"
HBS,Car,IP,7,44,0.004,"male 75+, in 2 adult households with one car"
HBS,Car,IP,7,45,0.004,"male 75+, in 2 adult households with two plus cars"
HBS,Car,IP,7,46,0.000,"male 75+, in 3+ adult households with no car"
HBS,Car,IP,7,47,0.004,"male 75+, in 3+ adult households with one car"
HBS,Car,IP,7,48,0.005,"male 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,7,49,0.002,"females in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,50,0.029,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,51,0.003,"females in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,52,0.034,"females in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,53,0.044,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,54,0.001,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,55,0.019,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,56,0.027,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,57,0.009,"females in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,58,0.113,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,59,0.014,"females in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,60,0.170,"females in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,61,0.279,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,62,0.009,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,63,0.073,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,64,0.150,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,65,0.020,"female students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,66,0.296,"female students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,67,0.030,"female students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,68,0.150,"female students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,69,0.148,"female students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,70,0.020,"female students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,71,0.135,"female students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,72,0.179,"female students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,73,0.002,"female not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,7,74,0.046,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,7,75,0.007,"female not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,7,76,0.078,"female not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,7,77,0.170,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,7,78,0.004,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,7,79,0.055,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,7,80,0.082,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,7,81,0.000,"female 75+, in 1 adult households with no car"
HBS,Car,IP,7,82,0.005,"female 75+, in 1 adult households with one or more cars"
HBS,Car,IP,7,83,0.000,"female 75+, in 2 adult households with no car"
HBS,Car,IP,7,84,0.004,"female 75+, in 2 adult households with one car"
HBS,Car,IP,7,85,0.004,"female 75+, in 2 adult households with two plus cars"
HBS,Car,IP,7,86,0.000,"female 75+, in 3+ adult households with no car"
HBS,Car,IP,7,87,0.004,"female 75+, in 3+ adult households with one car"
HBS,Car,IP,7,88,0.005,"female 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,8,1,0.006,"Children (0 to 15), in 1 adult household with no car"
HBS,Car,IP,8,2,0.069,"Children (0 to 15),in 1 adult household with one or more cars"
HBS,Car,IP,8,3,0.033,"Children (0 to 15), in 2 adult household with no car"
HBS,Car,IP,8,4,0.097,"Children (0 to 15), in 2 adult household with one car"
HBS,Car,IP,8,5,0.130,"Children (0 to 15), in 2 adult household with two or more cars"
HBS,Car,IP,8,6,0.026,"Children (0 to 15), in 3+ adult household with no car"
HBS,Car,IP,8,7,0.011,"Children (0 to 15), in 3+ adult household with one car"
HBS,Car,IP,8,8,0.059,"Children (0 to 15), in 3+ adult household with two or more cars"
HBS,Car,IP,8,9,0.000,"males in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,10,0.016,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,11,0.002,"males in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,12,0.029,"males in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,8,13,0.053,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,8,14,0.001,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,8,15,0.012,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,8,16,0.036,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,8,17,0.001,"males in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,18,0.054,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,19,0.010,"males in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,20,0.067,"males in part time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,8,21,0.055,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,8,22,0.007,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,8,23,0.063,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,8,24,0.086,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,8,25,0.005,"male students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,26,0.309,"male students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,27,0.031,"male students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,28,0.229,"male students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,8,29,0.215,"male students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,8,30,0.021,"male students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,8,31,0.167,"male students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,8,32,0.210,"male students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,8,33,0.000,"male not employed / students (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,34,0.019,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,35,0.003,"male not employed / students (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,36,0.026,"male not employed / students (16 to 74), in 2 adult households with one car"
HBS,Car,IP,8,37,0.027,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,8,38,0.003,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,8,39,0.038,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,8,40,0.067,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,8,41,0.000,"male 75+, in 1 adult households with no car"
HBS,Car,IP,8,42,0.003,"male 75+, in 1 adult households with one car"
HBS,Car,IP,8,43,0.000,"male 75+, in 2 adult households with no car"
HBS,Car,IP,8,44,0.003,"male 75+, in 2 adult households with one car"
HBS,Car,IP,8,45,0.003,"male 75+, in 2 adult households with two plus cars"
HBS,Car,IP,8,46,0.000,"male 75+, in 3+ adult households with no car"
HBS,Car,IP,8,47,0.003,"male 75+, in 3+ adult households with one car"
HBS,Car,IP,8,48,0.004,"male 75+, in 3+ adult households with two plus cars"
HBS,Car,IP,8,49,0.000,"females in full time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,50,0.026,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,51,0.003,"females in full time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,52,0.045,"females in full time employment (16 to 74), in 2 adult households with one car"
HBS,Car,IP,8,53,0.075,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBS,Car,IP,8,54,0.001,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBS,Car,IP,8,55,0.020,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBS,Car,IP,8,56,0.064,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBS,Car,IP,8,57,0.002,"females in part time employment (16 to 74), in 1 adult households with no car"
HBS,Car,IP,8,58,0.101,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBS,Car,IP,8,59,0.013,"females in part time employment (16 to 74), in 2 adult households with no car"
HBS,Car,IP,8,60,0.244,"females in part time employment (16 to 74), in 2 adult households with one car"
