purpose,mode,period,area,work_type,traveller_type,trip_rate,tt_desc
HBO,Car,PM,7,WAH,15,0.286,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WAH,16,0.401,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,WAH,17,0.15,"males in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WAH,18,0.502,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WAH,19,0.128,"males in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WAH,20,0.464,"males in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WAH,21,0.587,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WAH,22,0.067,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WAH,23,0.356,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WAH,24,0.54,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,25,0.168,"male students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,ALL,26,0.469,"male students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,ALL,27,0.156,"male students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,ALL,28,0.45,"male students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,ALL,29,0.534,"male students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,30,0.084,"male students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,ALL,31,0.348,"male students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,ALL,32,0.457,"male students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,33,0.177,"male not employed / students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,ALL,34,0.576,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,ALL,35,0.144,"male not employed / students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,ALL,36,0.533,"male not employed / students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,ALL,37,0.59,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,38,0.079,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,ALL,39,0.41,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,ALL,40,0.652,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,41,0.138,"male 75+, in 1 adult households with no car"
HBO,Car,PM,7,ALL,42,0.543,"male 75+, in 1 adult households with one car"
HBO,Car,PM,7,ALL,43,0.111,"male 75+, in 2 adult households with no car"
HBO,Car,PM,7,ALL,44,0.405,"male 75+, in 2 adult households with one car"
HBO,Car,PM,7,ALL,45,0.633,"male 75+, in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,46,0.052,"male 75+, in 3+ adult households with no car"
HBO,Car,PM,7,ALL,47,0.352,"male 75+, in 3+ adult households with one car"
HBO,Car,PM,7,ALL,48,0.556,"male 75+, in 3+ adult households with two plus cars"
HBO,Car,PM,7,WAH,49,0.124,"females in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WAH,50,0.448,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WAH,51,0.103,"females in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WAH,52,0.477,"females in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WAH,53,0.502,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WAH,54,0.059,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WAH,55,0.309,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WAH,56,0.492,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,WAH,57,0.148,"females in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WAH,58,0.52,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WAH,59,0.125,"females in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WAH,60,0.505,"females in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WAH,61,0.611,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WAH,62,0.067,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WAH,63,0.375,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WAH,64,0.595,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,65,0.195,"female students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,ALL,66,0.557,"female students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,ALL,67,0.175,"female students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,ALL,68,0.539,"female students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,ALL,69,0.63,"female students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,70,0.099,"female students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,ALL,71,0.417,"female students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,ALL,72,0.51,"female students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,73,0.145,"female not employed / students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,ALL,74,0.514,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,ALL,75,0.12,"female not employed / students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,ALL,76,0.444,"female not employed / students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,ALL,77,0.509,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,78,0.073,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,ALL,79,0.333,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,ALL,80,0.621,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,ALL,81,0.115,"female 75+, in 1 adult households with no car"
HBO,Car,PM,7,ALL,82,0.484,"female 75+, in 1 adult households with one or more cars"
HBO,Car,PM,7,ALL,83,0.096,"female 75+, in 2 adult households with no car"
HBO,Car,PM,7,ALL,84,0.347,"female 75+, in 2 adult households with one car"
HBO,Car,PM,7,ALL,85,0.563,"female 75+, in 2 adult households with two plus cars"
HBO,Car,PM,7,ALL,86,0.045,"female 75+, in 3+ adult households with no car"
HBO,Car,PM,7,ALL,87,0.311,"female 75+, in 3+ adult households with one car"
HBO,Car,PM,7,ALL,88,0.491,"female 75+, in 3+ adult households with two plus cars"
HBO,Car,PM,7,WBC,9,0.119,"males in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WBC,10,0.4,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WBC,11,0.1,"males in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WBC,12,0.436,"males in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WBC,13,0.394,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WBC,14,0.058,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WBC,15,0.286,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WBC,16,0.401,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,WBC,17,0.15,"males in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WBC,18,0.502,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WBC,19,0.128,"males in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WBC,20,0.464,"males in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WBC,21,0.587,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WBC,22,0.067,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WBC,23,0.356,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WBC,24,0.54,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,WBC,49,0.124,"females in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WBC,50,0.448,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WBC,51,0.103,"females in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WBC,52,0.477,"females in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WBC,53,0.502,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WBC,54,0.059,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WBC,55,0.309,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WBC,56,0.492,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,7,WBC,57,0.148,"females in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,7,WBC,58,0.52,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,7,WBC,59,0.125,"females in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,7,WBC,60,0.505,"females in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,7,WBC,61,0.611,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,7,WBC,62,0.067,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,7,WBC,63,0.375,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,7,WBC,64,0.595,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,1,0.168,"Children (0 to 15), in 1 adult household with no car"
HBO,Car,PM,8,ALL,2,0.649,"Children (0 to 15),in 1 adult household with one or more cars"
HBO,Car,PM,8,ALL,3,0.107,"Children (0 to 15), in 2 adult household with no car"
HBO,Car,PM,8,ALL,4,0.567,"Children (0 to 15), in 2 adult household with one car"
HBO,Car,PM,8,ALL,5,0.662,"Children (0 to 15), in 2 adult household with two or more cars"
HBO,Car,PM,8,ALL,6,0.061,"Children (0 to 15), in 3+ adult household with no car"
HBO,Car,PM,8,ALL,7,0.302,"Children (0 to 15), in 3+ adult household with one car"
HBO,Car,PM,8,ALL,8,0.559,"Children (0 to 15), in 3+ adult household with two or more cars"
HBO,Car,PM,8,WAH,9,0.124,"males in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WAH,10,0.409,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WAH,11,0.086,"males in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WAH,12,0.427,"males in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WAH,13,0.389,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WAH,14,0.054,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WAH,15,0.35,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WAH,16,0.396,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,WAH,17,0.168,"males in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WAH,18,0.547,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WAH,19,0.117,"males in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WAH,20,0.459,"males in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WAH,21,0.462,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WAH,22,0.066,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WAH,23,0.392,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WAH,24,0.52,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,25,0.149,"male students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,ALL,26,0.393,"male students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,ALL,27,0.11,"male students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,ALL,28,0.363,"male students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,ALL,29,0.418,"male students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,30,0.068,"male students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,ALL,31,0.309,"male students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,ALL,32,0.402,"male students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,33,0.196,"male not employed / students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,ALL,34,0.615,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,ALL,35,0.144,"male not employed / students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,ALL,36,0.422,"male not employed / students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,ALL,37,0.575,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,38,0.075,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,ALL,39,0.457,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,ALL,40,0.496,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,41,0.15,"male 75+, in 1 adult households with no car"
HBO,Car,PM,8,ALL,42,0.506,"male 75+, in 1 adult households with one car"
HBO,Car,PM,8,ALL,43,0.112,"male 75+, in 2 adult households with no car"
HBO,Car,PM,8,ALL,44,0.309,"male 75+, in 2 adult households with one car"
HBO,Car,PM,8,ALL,45,0.556,"male 75+, in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,46,0.048,"male 75+, in 3+ adult households with no car"
HBO,Car,PM,8,ALL,47,0.397,"male 75+, in 3+ adult households with one car"
HBO,Car,PM,8,ALL,48,0.528,"male 75+, in 3+ adult households with two plus cars"
HBO,Car,PM,8,WAH,49,0.133,"females in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WAH,50,0.488,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WAH,51,0.095,"females in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WAH,52,0.42,"females in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WAH,53,0.456,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WAH,54,0.056,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WAH,55,0.337,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WAH,56,0.518,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,WAH,57,0.166,"females in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WAH,58,0.596,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WAH,59,0.121,"females in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WAH,60,0.509,"females in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WAH,61,0.586,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WAH,62,0.064,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WAH,63,0.414,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WAH,64,0.538,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,65,0.174,"female students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,ALL,66,0.466,"female students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,ALL,67,0.13,"female students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,ALL,68,0.425,"female students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,ALL,69,0.488,"female students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,70,0.078,"female students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,ALL,71,0.368,"female students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,ALL,72,0.434,"female students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,73,0.169,"female not employed / students (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,ALL,74,0.548,"female not employed / students (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,ALL,75,0.123,"female not employed / students (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,ALL,76,0.429,"female not employed / students (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,ALL,77,0.545,"female not employed / students (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,78,0.069,"female not employed / students (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,ALL,79,0.409,"female not employed / students (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,ALL,80,0.477,"female not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,ALL,81,0.111,"female 75+, in 1 adult households with no car"
HBO,Car,PM,8,ALL,82,0.366,"female 75+, in 1 adult households with one or more cars"
HBO,Car,PM,8,ALL,83,0.097,"female 75+, in 2 adult households with no car"
HBO,Car,PM,8,ALL,84,0.315,"female 75+, in 2 adult households with one car"
HBO,Car,PM,8,ALL,85,0.545,"female 75+, in 2 adult households with two plus cars"
HBO,Car,PM,8,ALL,86,0.042,"female 75+, in 3+ adult households with no car"
HBO,Car,PM,8,ALL,87,0.352,"female 75+, in 3+ adult households with one car"
HBO,Car,PM,8,ALL,88,0.468,"female 75+, in 3+ adult households with two plus cars"
HBO,Car,PM,8,WBC,9,0.124,"males in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WBC,10,0.409,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WBC,11,0.086,"males in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WBC,12,0.427,"males in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WBC,13,0.389,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WBC,14,0.054,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WBC,15,0.35,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WBC,16,0.396,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,WBC,17,0.168,"males in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WBC,18,0.547,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WBC,19,0.117,"males in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WBC,20,0.459,"males in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WBC,21,0.462,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WBC,22,0.066,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WBC,23,0.392,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WBC,24,0.52,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,WBC,49,0.133,"females in full time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WBC,50,0.488,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WBC,51,0.095,"females in full time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WBC,52,0.42,"females in full time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WBC,53,0.456,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WBC,54,0.056,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WBC,55,0.337,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WBC,56,0.518,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,Car,PM,8,WBC,57,0.166,"females in part time employment (16 to 74), in 1 adult households with no car"
HBO,Car,PM,8,WBC,58,0.596,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,Car,PM,8,WBC,59,0.121,"females in part time employment (16 to 74), in 2 adult households with no car"
HBO,Car,PM,8,WBC,60,0.509,"females in part time employment (16 to 74), in 2 adult households with one car"
HBO,Car,PM,8,WBC,61,0.586,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,Car,PM,8,WBC,62,0.064,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBO,Car,PM,8,WBC,63,0.414,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBO,Car,PM,8,WBC,64,0.538,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,ALL,1,0.079,"Children (0 to 15), in 1 adult household with no car"
HBO,PT,AM,3,ALL,2,0.004,"Children (0 to 15),in 1 adult household with one or more cars"
HBO,PT,AM,3,ALL,3,0.091,"Children (0 to 15), in 2 adult household with no car"
HBO,PT,AM,3,ALL,4,0.023,"Children (0 to 15), in 2 adult household with one car"
HBO,PT,AM,3,ALL,5,0.006,"Children (0 to 15), in 2 adult household with two or more cars"
HBO,PT,AM,3,ALL,6,0.057,"Children (0 to 15), in 3+ adult household with no car"
HBO,PT,AM,3,ALL,7,0.017,"Children (0 to 15), in 3+ adult household with one car"
HBO,PT,AM,3,ALL,8,0.006,"Children (0 to 15), in 3+ adult household with two or more cars"
HBO,PT,AM,3,WAH,9,0.109,"males in full time employment (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,WAH,10,0.003,"males in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,WAH,11,0.055,"males in full time employment (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,WAH,12,0.007,"males in full time employment (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,WAH,13,0.003,"males in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,WAH,14,0.059,"males in full time employment (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,WAH,15,0.006,"males in full time employment (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,WAH,16,0.001,"males in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,WAH,17,0.132,"males in part time employment (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,WAH,18,0.017,"males in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,WAH,19,0.124,"males in part time employment (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,WAH,20,0.013,"males in part time employment (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,WAH,21,0.007,"males in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,WAH,22,0.084,"males in part time employment (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,WAH,23,0.035,"males in part time employment (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,WAH,24,0.008,"males in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,ALL,25,0.11,"male students (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,ALL,26,0.013,"male students (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,ALL,27,0.114,"male students (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,ALL,28,0.018,"male students (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,ALL,29,0.005,"male students (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,ALL,30,0.083,"male students (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,ALL,31,0.018,"male students (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,ALL,32,0.005,"male students (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,ALL,33,0.194,"male not employed / students (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,ALL,34,0.056,"male not employed / students (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,ALL,35,0.201,"male not employed / students (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,ALL,36,0.033,"male not employed / students (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,ALL,37,0.017,"male not employed / students (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,ALL,38,0.129,"male not employed / students (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,ALL,39,0.05,"male not employed / students (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,ALL,40,0.011,"male not employed / students (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,ALL,41,0.242,"male 75+, in 1 adult households with no car"
HBO,PT,AM,3,ALL,42,0.024,"male 75+, in 1 adult households with one car"
HBO,PT,AM,3,ALL,43,0.275,"male 75+, in 2 adult households with no car"
HBO,PT,AM,3,ALL,44,0.022,"male 75+, in 2 adult households with one car"
HBO,PT,AM,3,ALL,45,0.01,"male 75+, in 2 adult households with two plus cars"
HBO,PT,AM,3,ALL,46,0.122,"male 75+, in 3+ adult households with no car"
HBO,PT,AM,3,ALL,47,0.052,"male 75+, in 3+ adult households with one car"
HBO,PT,AM,3,ALL,48,0.018,"male 75+, in 3+ adult households with two plus cars"
HBO,PT,AM,3,WAH,49,0.099,"females in full time employment (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,WAH,50,0.004,"females in full time employment (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,WAH,51,0.082,"females in full time employment (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,WAH,52,0.026,"females in full time employment (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,WAH,53,0.003,"females in full time employment (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,WAH,54,0.072,"females in full time employment (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,WAH,55,0.026,"females in full time employment (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,WAH,56,0.003,"females in full time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,WAH,57,0.14,"females in part time employment (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,WAH,58,0.009,"females in part time employment (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,WAH,59,0.108,"females in part time employment (16 to 74), in 2 adult households with no car"
HBO,PT,AM,3,WAH,60,0.028,"females in part time employment (16 to 74), in 2 adult households with one car"
HBO,PT,AM,3,WAH,61,0.007,"females in part time employment (16 to 74), in 2 adult households with two plus cars"
HBO,PT,AM,3,WAH,62,0.091,"females in part time employment (16 to 74), in 3+ adult households with no car"
HBO,PT,AM,3,WAH,63,0.045,"females in part time employment (16 to 74), in 3+ adult households with one car"
HBO,PT,AM,3,WAH,64,0.021,"females in part time employment (16 to 74), in 3+ adult households with two plus cars"
HBO,PT,AM,3,ALL,65,0.14,"female students (16 to 74), in 1 adult households with no car"
HBO,PT,AM,3,ALL,66,0.016,"female students (16 to 74), in 1 adult households with one or more cars"
HBO,PT,AM,3,ALL,67,0.142,"female students (16 to 74), in 2 adult households with no car"
